household_id,household_size,num_adults,num_children,home_ownership,house_type,income_bracket,square_footage,num_bedrooms,num_bathrooms,house_age_years,insulation_quality,num_floors,has_basement,heating_type,cooling_type,thermostat_setting_winter,thermostat_setting_summer,climate_zone,num_refrigerators,has_dishwasher,has_washer_dryer,has_electric_water_heater,has_pool,has_spa_hot_tub,num_tvs,num_computers,has_smart_thermostat,has_led_lighting,has_energy_star_appliances,has_solar_panels,energy_audit_done,avg_daily_hours_home,works_from_home,electric_vehicle_count,peak_usage_time,monthly_kwh_consumption,high_consumption
HH_00008414,4,3,1,Rent,Single Family,$120k+,2124.0,3,2.0999999999999996,13,Good,2,No,Heat Pump,Central AC,64.0,77,Hot,1,Yes,Yes,No,No,No,4,4,No,No,Yes,No,No,7.0,No,1,Evening,3570.0,Yes
HH_00008415,4,4,0,Own,Single Family,$75k-$120k,2419.0,4,3.8,14,Fair,2,No,Electric,Central AC,67.0,76,Cold,3,Yes,Yes,No,No,No,7,2,No,Yes,No,Yes,No,15.0,Yes,0,Night,3834.0,Yes
HH_00008416,5,5,0,Own,Apartment,$75k-$120k,2457.0,5,3.5,26,Excellent,2,Yes,Heat Pump,Central AC,69.0,74,Moderate,1,Yes,Yes,Yes,No,No,3,4,Yes,No,Yes,Yes,No,12.0,No,0,Evening,3349.0,Yes
HH_00008417,3,2,1,Rent,Townhouse,$40k-$75k,1970.0,4,2.8,22,Fair,1,Yes,Oil,Central AC,67.0,69,Cold,1,Yes,No,No,No,No,5,1,No,Yes,Yes,No,No,18.0,No,1,Night,3215.0,Yes
HH_00008418,2,2,0,Own,Townhouse,<$40k,1455.0,2,2.4,1,Good,1,No,Electric,Central AC,73.0,72,Moderate,1,No,Yes,No,No,Yes,3,2,Yes,Yes,Yes,No,No,5.0,No,0,Evening,2552.0,No
HH_00008419,3,3,0,Own,Apartment,<$40k,2412.0,2,1.4,6,Excellent,2,Yes,Electric,Window Units,72.0,78,Moderate,2,Yes,Yes,No,No,No,4,7,No,Yes,No,No,No,,No,0,Morning,2789.0,No
HH_00008420,2,2,0,Own,Apartment,$40k-$75k,1497.0,3,2.0999999999999996,49,Poor,2,Yes,Oil,Window Units,67.0,74,Cold,1,Yes,Yes,Yes,No,No,3,0,Yes,Yes,No,No,No,13.0,Yes,0,Afternoon,2705.0,No
HH_00008421,6,6,0,Own,Single Family,<$40k,3080.0,5,3.5,21,Fair,2,No,Gas,Central AC,69.0,80,Moderate,1,Yes,Yes,No,No,No,5,0,No,Yes,Yes,No,No,12.0,No,0,Evening,4165.0,Yes
HH_00008422,1,1,0,Own,Single Family,$120k+,1288.0,1,1.0,27,Fair,2,No,Gas,Central AC,67.0,72,Mixed,1,Yes,Yes,Yes,No,No,5,0,No,Yes,No,Yes,No,18.0,No,2,Night,2363.0,No
HH_00008423,2,2,0,Own,Condo,$75k-$120k,1394.0,1,1.0,8,Good,2,No,Electric,Window Units,66.0,76,Hot,2,Yes,No,No,No,No,3,0,No,Yes,No,No,No,17.0,No,0,Morning,2331.0,No
HH_00008424,2,2,0,Own,Single Family,$40k-$75k,2047.0,2,1.4,86,Excellent,1,Yes,Gas,Central AC,,74,Mixed,2,Yes,Yes,Yes,No,No,1,3,No,Yes,Yes,No,No,11.0,Yes,0,Night,2820.0,No
HH_00008425,3,1,2,Rent,Single Family,<$40k,1789.0,3,3.0999999999999996,33,Fair,2,Yes,Gas,Central AC,66.0,69,Moderate,1,No,Yes,Yes,Yes,Yes,2,4,No,No,No,No,No,10.0,No,1,Morning,3296.0,Yes
HH_00008426,3,3,0,Rent,Single Family,$40k-$75k,1544.0,4,3.8,27,Fair,2,Yes,Electric,Central AC,70.0,76,Moderate,3,Yes,Yes,Yes,No,No,2,3,Yes,Yes,Yes,No,No,18.0,No,1,Morning,3230.0,Yes
HH_00008427,1,1,0,Own,Single Family,$120k+,1374.0,2,1.4,13,Fair,2,Yes,Electric,None,68.0,73,Moderate,1,Yes,Yes,Yes,No,No,6,1,No,Yes,Yes,No,No,12.0,No,0,Afternoon,2121.0,No
HH_00008428,6,5,1,Own,Single Family,<$40k,2990.0,6,4.199999999999999,32,Fair,1,No,Electric,Central AC,67.0,76,Mixed,1,No,Yes,No,Yes,No,5,1,Yes,Yes,No,No,No,16.0,No,1,Night,4971.0,Yes
HH_00008429,2,1,1,Own,Townhouse,$75k-$120k,1496.0,1,1.7,6,Fair,1,No,Gas,Window Units,70.0,78,Hot,1,Yes,Yes,No,No,No,4,3,Yes,Yes,No,No,No,14.0,No,1,Afternoon,2543.0,No
HH_00008430,5,5,0,Rent,Apartment,$40k-$75k,3040.0,5,3.5,7,Fair,1,No,Gas,Window Units,70.0,77,Cold,1,No,Yes,Yes,No,No,3,2,Yes,No,No,Yes,Yes,11.0,No,0,Morning,3727.0,Yes
HH_00008431,4,4,0,Own,Apartment,$40k-$75k,2867.0,3,2.0999999999999996,57,Fair,2,No,Gas,Central AC,74.0,75,Cold,1,No,Yes,No,Yes,No,3,3,No,Yes,No,No,No,17.0,No,0,Morning,4220.0,Yes
HH_00008432,2,2,0,Rent,Single Family,$40k-$75k,2157.0,2,2.4,25,Fair,1,Yes,Electric,Central AC,68.0,72,Cold,1,No,Yes,No,No,No,4,3,No,Yes,Yes,No,No,9.0,No,0,Night,3255.0,Yes
HH_00008433,1,1,0,Rent,Single Family,$40k-$75k,988.0,1,1.7,4,Poor,2,No,Oil,Central AC,73.0,73,Moderate,2,Yes,No,Yes,No,No,2,2,No,Yes,No,Yes,No,10.0,No,0,Evening,1661.0,No
HH_00008434,1,1,0,Rent,Single Family,$40k-$75k,1428.0,1,1.0,3,Good,1,Yes,Heat Pump,Central AC,64.0,76,Moderate,2,Yes,Yes,No,No,No,1,3,Yes,No,Yes,No,No,18.0,No,0,Morning,1827.0,No
HH_00008435,4,4,0,Own,Apartment,$40k-$75k,2002.0,3,2.0999999999999996,20,Good,1,No,Oil,None,70.0,71,Hot,1,No,Yes,Yes,No,No,4,1,Yes,No,Yes,No,No,17.0,No,1,Night,3340.0,Yes
HH_00008436,5,5,0,Own,Single Family,$75k-$120k,2993.0,5,4.5,24,Fair,2,Yes,Heat Pump,Central AC,70.0,71,Moderate,1,Yes,Yes,No,No,No,1,2,No,Yes,No,No,No,8.0,No,0,Evening,3541.0,Yes
HH_00008437,2,2,0,Own,Single Family,$75k-$120k,1795.0,2,2.4,7,Good,2,Yes,Electric,None,,78,Hot,2,Yes,Yes,Yes,No,No,4,2,Yes,No,No,No,No,9.0,No,0,Morning,2843.0,No
HH_00008438,4,4,0,Own,Single Family,$120k+,2211.0,4,2.8,57,Fair,3,No,Heat Pump,Window Units,68.0,72,Hot,1,No,Yes,No,No,No,1,1,No,Yes,Yes,No,No,4.0,No,0,Night,3109.0,Yes
HH_00008439,2,2,0,Own,Townhouse,$75k-$120k,1415.0,2,2.4,4,Good,2,Yes,Electric,Central AC,70.0,73,Cold,2,Yes,Yes,Yes,Yes,No,4,4,No,Yes,No,Yes,No,9.0,No,1,Night,3436.0,Yes
HH_00008440,3,3,0,Own,Single Family,$40k-$75k,,2,1.4,6,Good,1,Yes,Electric,Central AC,70.0,76,Hot,1,Yes,No,Yes,No,No,9,1,No,Yes,Yes,No,No,10.0,No,0,Evening,3223.0,Yes
HH_00008441,2,2,0,Rent,Single Family,<$40k,1692.0,1,1.7,56,Good,1,No,Electric,Central AC,63.0,74,Hot,1,Yes,Yes,No,No,No,2,1,No,Yes,Yes,Yes,Yes,10.0,No,2,Afternoon,3676.0,Yes
HH_00008442,3,3,0,Own,Single Family,$40k-$75k,1569.0,2,2.4,23,Good,2,Yes,Electric,None,71.0,74,Moderate,1,No,Yes,No,No,No,5,3,Yes,No,Yes,No,No,17.0,No,0,Afternoon,2357.0,No
HH_00008443,2,2,0,Own,Single Family,<$40k,1094.0,3,2.0999999999999996,21,Fair,1,No,Gas,None,,73,Moderate,2,Yes,Yes,No,No,No,4,1,Yes,No,No,No,No,15.0,No,1,Evening,2004.0,No
HH_00008444,1,1,0,Own,Single Family,<$40k,1396.0,1,1.0,38,Fair,2,Yes,Electric,Central AC,72.0,76,Cold,3,Yes,Yes,No,No,No,4,1,No,Yes,Yes,No,No,13.0,No,0,Night,2578.0,No
HH_00008445,3,2,1,Own,Townhouse,$75k-$120k,2189.0,4,3.8,21,Fair,2,Yes,Electric,Window Units,71.0,70,Moderate,1,No,Yes,Yes,Yes,Yes,1,3,No,Yes,Yes,No,No,6.0,No,1,Morning,3696.0,Yes
HH_00008446,3,3,0,Own,Townhouse,$75k-$120k,2374.0,2,2.4,22,Poor,2,No,Electric,Central AC,65.0,76,Moderate,2,Yes,Yes,Yes,No,No,4,0,Yes,No,Yes,No,No,20.0,No,3,Evening,4708.0,Yes
HH_00008447,5,5,0,Own,Townhouse,$40k-$75k,3026.0,4,3.8,1,Good,2,No,Electric,Window Units,69.0,72,Moderate,1,Yes,Yes,Yes,No,Yes,5,5,Yes,Yes,No,Yes,No,19.0,No,0,Evening,3664.0,Yes
HH_00008448,2,2,0,Own,Single Family,$120k+,2034.0,1,1.0,2,Excellent,3,No,Other,Central AC,67.0,72,Moderate,1,Yes,Yes,No,No,No,3,3,No,Yes,No,No,No,7.0,Yes,0,Evening,2475.0,No
HH_00008449,3,2,1,Own,Single Family,$75k-$120k,1867.0,2,1.4,16,Fair,1,No,Oil,Window Units,64.0,75,Hot,1,Yes,Yes,Yes,No,No,3,2,No,Yes,Yes,No,No,12.0,No,0,Morning,2875.0,No
HH_00008450,3,3,0,Rent,Condo,$40k-$75k,1761.0,2,2.4,21,Excellent,1,Yes,Other,Central AC,67.0,78,Moderate,1,No,Yes,No,No,No,3,2,No,Yes,No,No,No,18.0,No,0,Evening,2232.0,No
HH_00008451,3,3,0,Own,Single Family,<$40k,1902.0,4,2.8,23,Poor,3,Yes,Gas,Heat Pump,69.0,78,Hot,1,Yes,Yes,Yes,Yes,No,2,8,No,No,No,No,No,17.0,No,1,Evening,3840.0,Yes
HH_00008452,2,2,0,Own,Apartment,<$40k,1469.0,2,2.4,11,Fair,1,No,Gas,Central AC,67.0,77,Mixed,1,Yes,Yes,Yes,No,No,6,2,Yes,Yes,Yes,No,No,21.0,No,1,Afternoon,2624.0,No
HH_00008453,2,1,1,Own,Single Family,$40k-$75k,1331.0,3,3.0999999999999996,90,Poor,2,No,Gas,Heat Pump,63.0,71,Cold,1,Yes,Yes,Yes,No,No,1,0,Yes,Yes,Yes,No,Yes,13.0,No,0,Evening,2541.0,No
HH_00008454,4,4,0,Own,Townhouse,$75k-$120k,2055.0,3,3.0999999999999996,34,Fair,1,No,Gas,Central AC,72.0,77,Moderate,2,Yes,Yes,No,No,No,1,1,No,Yes,No,No,No,11.0,Yes,0,Evening,3005.0,No
HH_00008455,5,5,0,Own,Single Family,$40k-$75k,,4,2.8,4,Poor,2,No,Electric,Central AC,72.0,78,Hot,1,Yes,Yes,Yes,No,No,3,2,No,No,No,No,No,19.0,No,0,Morning,4708.0,Yes
HH_00008456,4,4,0,Own,Single Family,$75k-$120k,2107.0,5,3.5,3,Poor,3,Yes,Gas,Central AC,70.0,74,Hot,1,Yes,Yes,No,Yes,No,2,0,Yes,No,No,No,No,14.0,No,1,Afternoon,4372.0,Yes
HH_00008457,2,2,0,Own,Single Family,$40k-$75k,1944.0,1,1.0,25,Poor,1,No,Gas,None,70.0,73,Mixed,2,Yes,No,No,No,No,2,3,No,Yes,Yes,No,No,17.0,No,0,Morning,2304.0,No
HH_00008458,3,2,1,Own,Townhouse,$40k-$75k,2035.0,4,3.8,2,Fair,2,Yes,Electric,Central AC,71.0,72,Cold,1,Yes,Yes,No,No,No,1,3,No,No,Yes,No,No,14.0,Yes,0,Evening,3559.0,Yes
HH_00008459,1,1,0,Rent,Single Family,$40k-$75k,1102.0,1,1.7,32,Fair,2,No,Oil,Central AC,65.0,71,Mixed,1,No,Yes,Yes,Yes,No,3,2,Yes,Yes,Yes,No,No,14.0,Yes,0,Afternoon,2448.0,No
HH_00008460,3,3,0,Own,Single Family,$40k-$75k,1978.0,4,2.8,15,Excellent,2,No,Electric,Central AC,69.0,71,Moderate,1,Yes,Yes,Yes,No,No,5,2,No,Yes,No,No,Yes,15.0,Yes,2,Evening,3878.0,Yes
HH_00008461,5,5,0,Rent,Single Family,<$40k,2370.0,4,3.8,100,Fair,1,No,Electric,Heat Pump,72.0,75,Hot,2,No,No,No,No,No,5,3,No,No,Yes,No,No,,Yes,0,Afternoon,4213.0,Yes
HH_00008462,1,1,0,Own,Single Family,$40k-$75k,1162.0,2,2.4,18,Good,1,Yes,Gas,Central AC,73.0,77,Mixed,1,Yes,Yes,Yes,No,No,4,1,No,Yes,No,Yes,No,10.0,No,1,Morning,1977.0,No
HH_00008463,2,2,0,Rent,Single Family,$40k-$75k,1781.0,3,2.0999999999999996,8,Fair,2,No,Heat Pump,Heat Pump,67.0,75,Moderate,1,Yes,Yes,Yes,Yes,No,7,2,No,Yes,No,No,No,9.0,Yes,1,Evening,3199.0,Yes
HH_00008464,3,3,0,Own,Apartment,$40k-$75k,1637.0,4,2.8,20,Good,2,No,Electric,Window Units,71.0,70,Moderate,1,Yes,Yes,No,No,No,4,4,Yes,Yes,Yes,No,Yes,13.0,No,0,Afternoon,2495.0,No
HH_00008465,3,3,0,Own,Single Family,$40k-$75k,1703.0,3,3.0999999999999996,16,Excellent,2,No,Oil,Central AC,,81,Cold,2,Yes,Yes,No,No,No,5,7,No,Yes,No,No,No,15.0,Yes,0,Evening,2734.0,No
HH_00008466,2,1,1,Rent,Single Family,$75k-$120k,1159.0,3,2.0999999999999996,37,Excellent,2,Yes,Electric,Heat Pump,68.0,80,Moderate,1,Yes,Yes,No,No,No,1,2,Yes,Yes,Yes,No,No,21.0,No,1,Evening,2049.0,No
HH_00008467,5,5,0,Rent,Single Family,$75k-$120k,2966.0,5,4.5,9,Fair,2,Yes,Gas,Heat Pump,70.0,78,Moderate,1,Yes,Yes,No,No,Yes,3,5,Yes,No,Yes,No,No,,No,0,Evening,3461.0,Yes
HH_00008468,4,4,0,Own,Apartment,<$40k,2671.0,4,3.8,3,Fair,2,No,Heat Pump,None,66.0,72,Cold,1,Yes,Yes,No,No,No,8,1,No,Yes,Yes,No,No,10.0,Yes,2,Afternoon,4064.0,Yes
HH_00008469,1,1,0,Own,Single Family,<$40k,1049.0,1,1.0,12,Good,1,No,Electric,Central AC,70.0,68,Hot,1,Yes,Yes,Yes,No,No,3,3,No,Yes,Yes,No,No,21.0,Yes,0,Morning,2569.0,No
HH_00008470,3,3,0,Rent,Single Family,$75k-$120k,1610.0,3,3.0999999999999996,39,Good,1,Yes,Gas,Central AC,73.0,74,Hot,1,Yes,Yes,No,No,No,1,5,Yes,No,No,No,No,9.0,No,0,Night,2604.0,No
HH_00008471,3,3,0,Own,Single Family,$75k-$120k,2001.0,4,3.8,55,Poor,1,Yes,Gas,Central AC,68.0,72,Hot,1,No,Yes,No,No,No,6,1,No,Yes,Yes,No,No,9.0,No,0,Evening,3219.0,Yes
HH_00008472,3,3,0,Own,Single Family,$75k-$120k,1849.0,2,2.4,6,Fair,2,No,Gas,Window Units,65.0,76,Hot,1,Yes,Yes,No,No,No,4,0,Yes,No,No,No,No,10.0,Yes,0,Evening,2904.0,No
HH_00008473,3,3,0,Rent,Single Family,$120k+,2537.0,4,3.8,35,Good,3,Yes,Gas,Central AC,74.0,78,Hot,3,Yes,Yes,Yes,No,No,4,1,No,Yes,Yes,No,No,12.0,No,1,Evening,3710.0,Yes
HH_00008474,1,1,0,Rent,Condo,$40k-$75k,1245.0,2,1.4,56,Fair,2,Yes,Gas,None,72.0,71,Cold,1,Yes,Yes,No,No,No,3,1,Yes,No,Yes,No,No,11.0,No,0,Night,2027.0,No
HH_00008475,2,1,1,Rent,Condo,$75k-$120k,1505.0,3,3.0999999999999996,3,Fair,3,Yes,Heat Pump,Window Units,,73,Hot,1,Yes,Yes,Yes,No,No,4,4,No,Yes,Yes,No,No,17.0,Yes,0,Morning,2616.0,No
HH_00008476,4,4,0,Own,Condo,<$40k,,3,2.0999999999999996,22,Fair,3,No,Gas,Window Units,67.0,74,Moderate,1,Yes,Yes,No,No,No,3,2,Yes,Yes,Yes,No,No,13.0,No,1,Morning,2789.0,No
HH_00008477,4,4,0,Own,Single Family,<$40k,2478.0,4,3.8,13,Good,2,No,Electric,Central AC,72.0,75,Mixed,2,Yes,Yes,No,Yes,No,3,2,No,No,No,No,No,15.0,Yes,1,Evening,4267.0,Yes
HH_00008478,2,2,0,Own,Townhouse,$120k+,1388.0,3,3.0999999999999996,48,Good,1,Yes,Gas,Heat Pump,70.0,71,Cold,1,Yes,Yes,Yes,No,No,3,3,No,No,Yes,No,Yes,13.0,Yes,0,Morning,2735.0,No
HH_00008479,5,5,0,Own,Apartment,$40k-$75k,2846.0,4,2.8,93,Good,2,Yes,Electric,Central AC,68.0,68,Mixed,1,Yes,Yes,No,No,No,5,1,Yes,No,No,Yes,Yes,13.0,Yes,0,Afternoon,3989.0,Yes
HH_00008480,5,4,1,Own,Townhouse,$120k+,2871.0,4,3.8,10,Poor,2,No,Gas,None,73.0,68,Hot,1,Yes,Yes,No,No,No,4,1,No,Yes,No,Yes,No,17.0,Yes,0,Evening,3683.0,Yes
HH_00008481,1,1,0,Rent,Single Family,<$40k,1005.0,1,1.0,18,Good,2,No,Gas,None,73.0,73,Moderate,1,Yes,Yes,No,No,No,2,3,No,Yes,Yes,No,No,,No,0,Evening,1456.0,No
HH_00008482,4,4,0,Own,Apartment,$75k-$120k,1976.0,5,4.5,38,Poor,2,No,Gas,Central AC,,71,Hot,1,Yes,Yes,No,No,Yes,2,2,Yes,Yes,Yes,No,No,8.0,No,0,Evening,3244.0,Yes
HH_00008483,3,2,1,Rent,Single Family,<$40k,2140.0,2,1.4,12,Good,2,Yes,Gas,Central AC,67.0,71,Mixed,1,Yes,Yes,No,No,No,3,5,Yes,Yes,Yes,No,No,5.0,No,0,Afternoon,2348.0,No
HH_00008484,2,1,1,Own,Single Family,$75k-$120k,1686.0,1,1.0,46,Excellent,2,No,Oil,Central AC,68.0,68,Hot,1,No,Yes,Yes,No,Yes,1,2,No,No,No,Yes,No,17.0,Yes,0,Morning,2786.0,No
HH_00008485,1,1,0,Rent,Single Family,$75k-$120k,1364.0,1,1.0,1,Good,2,No,Heat Pump,Heat Pump,,74,Moderate,1,No,Yes,Yes,No,No,1,5,No,Yes,Yes,No,Yes,15.0,No,1,Evening,2014.0,No
HH_00008486,1,1,0,Own,Single Family,$75k-$120k,989.0,2,1.4,29,Fair,2,Yes,Oil,Central AC,70.0,69,Cold,2,Yes,Yes,No,Yes,No,3,3,Yes,Yes,Yes,No,Yes,19.0,No,0,Evening,2347.0,No
HH_00008487,2,2,0,Own,Single Family,$40k-$75k,1151.0,2,2.4,30,Fair,2,Yes,Gas,Central AC,70.0,76,Moderate,1,Yes,No,No,No,No,1,5,Yes,Yes,Yes,No,No,11.0,No,0,Afternoon,2070.0,No
HH_00008488,3,3,0,Rent,Single Family,<$40k,1835.0,2,2.4,81,Good,2,Yes,Electric,Central AC,65.0,80,Hot,1,Yes,Yes,Yes,No,No,1,3,No,Yes,Yes,No,No,,No,0,Evening,3626.0,Yes
HH_00008489,1,1,0,Own,Single Family,<$40k,1245.0,2,2.4,6,Poor,1,No,Gas,Central AC,68.0,74,Mixed,3,Yes,Yes,Yes,No,No,1,1,No,Yes,No,Yes,No,20.0,No,1,Night,2228.0,No
HH_00008490,2,2,0,Rent,Apartment,$40k-$75k,957.0,2,2.4,8,Fair,2,No,Gas,Window Units,73.0,73,Cold,1,Yes,Yes,No,No,No,1,1,No,Yes,No,No,Yes,10.0,No,0,Evening,1912.0,No
HH_00008491,2,2,0,Rent,Apartment,<$40k,1467.0,2,2.4,100,Excellent,1,Yes,Oil,Central AC,66.0,70,Cold,1,Yes,Yes,Yes,No,No,5,2,Yes,Yes,Yes,No,No,16.0,No,0,Afternoon,2616.0,No
HH_00008492,3,3,0,Own,Single Family,$75k-$120k,2173.0,3,3.0999999999999996,15,Good,1,No,Gas,Window Units,70.0,70,Mixed,1,Yes,Yes,No,No,No,3,3,No,Yes,No,No,No,12.0,No,0,Afternoon,2207.0,No
HH_00008493,6,6,0,Rent,Apartment,$40k-$75k,3690.0,6,5.0,8,Good,2,Yes,Gas,Central AC,72.0,68,Cold,2,Yes,Yes,Yes,No,Yes,6,2,No,Yes,Yes,No,Yes,4.0,No,3,Afternoon,5000.0,Yes
HH_00008494,4,4,0,Rent,Condo,$120k+,2065.0,3,3.0999999999999996,1,Poor,3,Yes,Heat Pump,Window Units,67.0,68,Hot,2,Yes,Yes,No,No,No,8,1,No,No,Yes,No,No,15.0,No,0,Afternoon,3118.0,Yes
HH_00008495,3,3,0,Own,Apartment,$75k-$120k,1832.0,4,2.8,5,Good,1,No,Gas,Central AC,66.0,71,Hot,1,Yes,Yes,No,No,No,2,0,Yes,No,No,No,No,6.0,No,0,Evening,2948.0,No
HH_00008496,2,2,0,Own,Apartment,$75k-$120k,1850.0,1,1.7,11,Fair,2,No,Gas,Heat Pump,65.0,73,Mixed,1,Yes,Yes,Yes,No,No,3,3,No,Yes,No,No,Yes,,No,1,Afternoon,2509.0,No
HH_00008497,2,2,0,Own,Single Family,$75k-$120k,897.0,3,3.0999999999999996,6,Fair,1,No,Gas,Central AC,66.0,75,Cold,2,Yes,Yes,No,No,No,3,2,No,Yes,Yes,Yes,No,17.0,No,0,Morning,1817.0,No
HH_00008498,4,4,0,Own,Apartment,$120k+,2948.0,4,3.8,62,Fair,3,No,Other,Central AC,71.0,77,Moderate,2,Yes,Yes,Yes,No,No,3,3,No,Yes,Yes,No,No,12.0,No,0,Afternoon,3726.0,Yes
HH_00008499,1,1,0,Rent,Single Family,$40k-$75k,1669.0,1,1.7,40,Poor,2,Yes,Gas,Heat Pump,66.0,74,Mixed,2,Yes,Yes,Yes,No,No,2,0,No,Yes,No,No,No,9.0,No,1,Evening,2331.0,No
HH_00008500,4,4,0,Rent,Townhouse,$120k+,2239.0,4,2.8,1,Good,3,Yes,Electric,None,66.0,75,Cold,1,No,Yes,Yes,No,No,1,2,No,No,No,No,No,11.0,No,1,Evening,3801.0,Yes
HH_00008501,2,2,0,Own,Single Family,<$40k,1695.0,2,2.4,30,Good,2,No,Electric,Central AC,69.0,75,Cold,1,Yes,Yes,No,No,No,7,1,No,Yes,No,No,No,17.0,No,0,Evening,2998.0,No
HH_00008502,1,1,0,Own,Townhouse,<$40k,,2,1.4,72,Good,2,Yes,Heat Pump,Central AC,69.0,72,Cold,1,Yes,Yes,Yes,No,No,1,3,No,Yes,Yes,No,No,21.0,No,1,Night,2412.0,No
HH_00008503,1,1,0,Own,Single Family,$120k+,,1,1.0,10,Excellent,2,Yes,Electric,None,73.0,78,Moderate,2,Yes,Yes,No,No,No,4,1,No,No,No,No,No,17.0,No,0,Morning,1633.0,No
HH_00008504,3,2,1,Rent,Single Family,$40k-$75k,2266.0,4,2.8,13,Fair,1,Yes,Electric,None,73.0,75,Cold,1,No,Yes,Yes,No,No,5,3,No,No,No,No,Yes,10.0,No,2,Night,3982.0,Yes
HH_00008505,3,3,0,Own,Condo,<$40k,1893.0,4,3.8,36,Good,1,No,Electric,Window Units,70.0,74,Hot,2,Yes,Yes,No,No,No,3,0,No,Yes,Yes,No,No,19.0,No,0,Evening,2926.0,No
HH_00008506,5,4,1,Own,Single Family,$40k-$75k,2763.0,4,3.8,18,Excellent,1,No,Electric,Window Units,67.0,77,Moderate,1,Yes,Yes,No,No,No,6,0,No,No,No,No,No,12.0,No,1,Evening,3728.0,Yes
HH_00008507,4,4,0,Rent,Condo,<$40k,2144.0,4,3.8,42,Fair,2,No,Electric,Central AC,74.0,72,Mixed,2,Yes,Yes,Yes,No,No,2,6,Yes,No,No,No,Yes,24.0,No,0,Night,3820.0,Yes
HH_00008508,4,3,1,Rent,Condo,$40k-$75k,2203.0,5,4.5,1,Fair,3,Yes,Gas,Window Units,73.0,74,Hot,3,No,Yes,No,No,No,1,2,No,Yes,Yes,No,No,18.0,No,1,Evening,3317.0,Yes
HH_00008509,4,4,0,Own,Apartment,$75k-$120k,2980.0,3,3.0999999999999996,9,Fair,2,No,Gas,Central AC,68.0,72,Mixed,1,Yes,Yes,Yes,Yes,No,4,0,No,No,No,No,No,,No,1,Night,4325.0,Yes
HH_00008510,2,1,1,Rent,Apartment,<$40k,1614.0,2,2.4,22,Fair,1,No,Gas,Heat Pump,72.0,76,Cold,1,No,Yes,No,No,No,1,0,Yes,Yes,No,No,No,13.0,No,0,Night,2152.0,No
HH_00008511,3,3,0,Own,Single Family,$40k-$75k,2241.0,3,3.0999999999999996,9,Good,2,No,Electric,Window Units,64.0,71,Cold,1,Yes,Yes,No,Yes,No,3,2,Yes,No,No,Yes,Yes,18.0,No,0,Evening,3453.0,Yes
HH_00008512,4,4,0,Own,Townhouse,$75k-$120k,2329.0,3,3.0999999999999996,4,Fair,3,Yes,Oil,Window Units,72.0,77,Cold,1,No,Yes,No,No,No,6,1,No,Yes,No,No,No,15.0,No,0,Evening,3007.0,No
HH_00008513,1,1,0,Own,Apartment,<$40k,1857.0,1,1.7,3,Good,2,No,Gas,Central AC,70.0,74,Cold,1,Yes,Yes,Yes,No,Yes,3,1,No,Yes,Yes,No,No,18.0,No,0,Evening,2411.0,No
HH_00008514,4,3,1,Own,Apartment,$75k-$120k,2458.0,4,2.8,3,Excellent,2,No,Electric,Central AC,71.0,75,Moderate,1,No,Yes,No,No,No,4,1,No,Yes,Yes,No,No,10.0,No,1,Night,3675.0,Yes
HH_00008515,1,1,0,Own,Apartment,<$40k,903.0,2,2.4,18,Good,2,Yes,Electric,Window Units,70.0,70,Moderate,1,No,No,Yes,No,No,2,2,No,Yes,Yes,Yes,No,6.0,No,1,Evening,1942.0,No
HH_00008516,2,2,0,Own,Single Family,$120k+,1590.0,1,1.7,1,Good,3,No,Gas,Central AC,69.0,71,Moderate,2,No,No,No,No,No,4,2,No,Yes,No,No,No,14.0,Yes,0,Evening,2373.0,No
HH_00008517,6,6,0,Own,Single Family,$120k+,2878.0,6,5.0,10,Excellent,1,No,Gas,None,69.0,78,Cold,2,Yes,Yes,No,No,No,3,5,No,No,Yes,No,No,5.0,Yes,2,Morning,4380.0,Yes
HH_00008518,3,2,1,Own,Single Family,$120k+,2349.0,3,2.0999999999999996,24,Good,1,Yes,Gas,Window Units,71.0,73,Moderate,2,No,Yes,No,No,No,1,0,No,Yes,Yes,No,Yes,11.0,Yes,0,Evening,2375.0,No
HH_00008519,1,1,0,Rent,Apartment,$40k-$75k,623.0,1,1.0,11,Excellent,3,Yes,Electric,Central AC,68.0,73,Hot,1,Yes,Yes,No,Yes,No,2,2,No,No,Yes,No,No,16.0,No,0,Evening,2506.0,No
HH_00008520,6,6,0,Own,Single Family,$120k+,3074.0,6,4.199999999999999,1,Good,1,Yes,Electric,Central AC,76.0,75,Moderate,3,Yes,Yes,Yes,No,No,1,1,No,Yes,No,No,No,11.0,No,1,Night,4663.0,Yes
HH_00008521,3,3,0,Rent,Single Family,$40k-$75k,2741.0,3,2.0999999999999996,35,Fair,1,No,Oil,Central AC,71.0,69,Cold,2,No,Yes,Yes,Yes,No,1,3,No,Yes,Yes,No,No,6.0,No,0,Evening,4034.0,Yes
HH_00008522,4,4,0,Own,Single Family,<$40k,2598.0,5,3.5,93,Good,2,No,Gas,Central AC,67.0,75,Cold,2,Yes,Yes,No,No,No,1,2,Yes,No,Yes,No,No,9.0,No,0,Evening,3690.0,Yes
